Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,OddsAvgH,OddsAvgD,OddsAvgA,Stagione,HTHG,HTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA
2014-01-19,Udinese,Lazio,2.0,3.0,A,2.45,3.14,3.01,2013,1.0,0.0,2.5,3.1,2.9,10.0,20.0,3.0,5.0,3.0,2.0,2.0,3.0,0.0,1.0,2.54,3.17,3.21
2014-01-25,Lazio,Juventus,1.0,1.0,D,5.2,3.54,1.71,2013,1.0,0.0,4.75,3.6,1.73,11.0,11.0,3.0,3.0,0.0,7.0,1.0,1.0,0.0,1.0,5.66,3.75,1.74
2014-01-25,Napoli,Chievo,1.0,1.0,D,1.29,5.22,10.68,2013,0.0,1.0,1.29,5.25,10.0,23.0,3.0,4.0,1.0,11.0,2.0,1.0,2.0,0.0,0.0,1.32,5.4,13.3
2014-01-26,Cagliari,Milan,1.0,2.0,A,4.01,3.37,1.94,2013,1.0,0.0,3.8,3.3,2.0,7.0,21.0,1.0,8.0,4.0,9.0,3.0,1.0,0.0,0.0,4.35,3.42,2.01
2014-01-26,Fiorentina,Genoa,3.0,3.0,D,1.35,4.74,9.11,2013,2.0,2.0,1.33,4.75,10.0,18.0,10.0,4.0,3.0,8.0,2.0,1.0,2.0,0.0,0.0,1.35,5.16,11.34
2014-01-26,Inter,Catania,0.0,0.0,D,1.34,4.88,9.33,2013,0.0,0.0,1.33,4.75,9.5,13.0,5.0,3.0,0.0,14.0,4.0,1.0,2.0,0.0,0.0,1.34,5.3,11.3
2014-01-26,Livorno,Sassuolo,3.0,1.0,H,2.38,3.15,3.11,2013,3.0,1.0,2.4,3.1,3.1,10.0,12.0,3.0,3.0,4.0,5.0,3.0,6.0,0.0,0.0,2.46,3.18,3.35
2014-01-26,Parma,Udinese,1.0,0.0,H,1.98,3.3,3.94,2013,1.0,0.0,2.0,3.3,3.8,12.0,7.0,5.0,2.0,8.0,5.0,3.0,3.0,0.0,0.0,2.02,3.33,4.45
2014-01-26,Sampdoria,Bologna,1.0,1.0,D,1.79,3.43,4.8,2013,0.0,0.0,1.75,3.4,5.0,15.0,17.0,5.0,5.0,6.0,5.0,4.0,1.0,0.0,0.0,1.79,3.58,5.5
2014-01-26,Torino,Atalanta,1.0,0.0,H,1.76,3.46,4.88,2013,0.0,0.0,1.75,3.4,5.0,18.0,12.0,4.0,2.0,10.0,3.0,4.0,4.0,0.0,1.0,1.78,3.63,5.45
2014-01-26,Verona,Roma,1.0,3.0,A,4.93,3.58,1.73,2013,0.0,1.0,4.75,3.6,1.75,6.0,19.0,3.0,5.0,4.0,6.0,3.0,2.0,0.0,0.0,5.64,3.72,1.74
2014-02-01,Bologna,Udinese,0.0,2.0,A,2.63,3.09,2.81,2013,0.0,1.0,2.5,3.1,2.9,16.0,6.0,1.0,3.0,5.0,5.0,3.0,4.0,0.0,0.0,2.75,3.1,3.0
2014-02-01,Cagliari,Fiorentina,1.0,0.0,H,3.24,3.21,2.28,2013,1.0,0.0,3.25,3.2,2.25,13.0,14.0,6.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,3.54,3.27,2.31
2014-02-01,Milan,Torino,1.0,1.0,D,1.64,3.72,5.59,2013,0.0,1.0,1.6,3.8,5.75,23.0,6.0,6.0,2.0,13.0,3.0,2.0,2.0,0.0,0.0,1.68,3.75,6.4
2014-02-02,Atalanta,Napoli,3.0,0.0,H,4.28,3.5,1.85,2013,0.0,0.0,4.33,3.4,1.85,10.0,16.0,3.0,3.0,1.0,6.0,0.0,2.0,0.0,0.0,4.53,3.6,1.92
2014-02-02,Catania,Livorno,3.0,3.0,D,1.9,3.39,4.2,2013,0.0,0.0,1.91,3.4,4.0,15.0,17.0,6.0,7.0,4.0,2.0,5.0,5.0,0.0,0.0,1.91,3.54,4.68
2014-02-02,Chievo,Lazio,0.0,2.0,A,3.12,3.11,2.39,2013,0.0,1.0,3.1,3.1,2.4,11.0,12.0,0.0,6.0,5.0,6.0,2.0,1.0,0.0,0.0,3.36,3.18,2.45
2014-02-02,Juventus,Inter,3.0,1.0,H,1.43,4.41,7.52,2013,1.0,0.0,1.4,4.5,7.5,20.0,7.0,9.0,2.0,8.0,4.0,1.0,2.0,0.0,0.0,1.45,4.7,8.33
2014-02-02,Sassuolo,Verona,1.0,2.0,A,2.34,3.25,3.07,2013,0.0,0.0,2.38,3.2,3.0,12.0,13.0,2.0,1.0,6.0,5.0,2.0,3.0,0.0,0.0,2.38,3.31,3.36
2014-02-03,Genoa,Sampdoria,0.0,1.0,A,2.56,3.12,2.88,2013,0.0,1.0,2.5,3.2,2.88,12.0,12.0,4.0,7.0,5.0,5.0,4.0,1.0,0.0,0.0,2.66,3.17,3.05
2014-02-08,Fiorentina,Atalanta,2.0,0.0,H,1.46,4.19,7.43,2013,1.0,0.0,1.44,4.33,7.0,19.0,11.0,5.0,3.0,11.0,6.0,1.0,2.0,0.0,1.0,1.48,4.49,8.34
2014-02-08,Napoli,Milan,3.0,1.0,H,2.02,3.38,3.77,2013,1.0,1.0,2.0,3.4,3.75,27.0,8.0,14.0,6.0,5.0,0.0,3.0,2.0,0.0,0.0,2.08,3.55,3.86
2014-02-08,Udinese,Chievo,3.0,0.0,H,1.84,3.33,4.67,2013,0.0,0.0,1.83,3.4,4.5,10.0,9.0,5.0,3.0,1.0,6.0,0.0,2.0,0.0,0.0,1.85,3.41,5.38
2014-02-09,Inter,Sassuolo,1.0,0.0,H,1.37,4.65,9.03,2013,0.0,0.0,1.33,4.75,10.0,16.0,3.0,7.0,1.0,10.0,3.0,1.0,1.0,0.0,0.0,1.4,4.69,11.0
2014-02-09,Lazio,Roma,0.0,0.0,D,3.83,3.36,2.0,2013,0.0,0.0,3.75,3.4,2.0,3.0,14.0,0.0,4.0,6.0,6.0,3.0,2.0,0.0,0.0,4.18,3.5,2.02
2014-02-09,Livorno,Genoa,0.0,1.0,A,2.4,3.17,3.06,2013,0.0,1.0,2.4,3.2,3.0,19.0,6.0,5.0,2.0,10.0,1.0,4.0,3.0,0.0,0.0,2.42,3.24,3.36
2014-02-09,Parma,Catania,0.0,0.0,D,1.55,3.85,6.47,2013,0.0,0.0,1.57,3.6,6.5,5.0,19.0,1.0,2.0,6.0,6.0,2.0,3.0,0.0,0.0,1.57,4.14,6.99
2014-02-09,Sampdoria,Cagliari,1.0,0.0,H,2.15,3.2,3.52,2013,1.0,0.0,2.1,3.25,3.5,10.0,14.0,3.0,3.0,5.0,4.0,4.0,5.0,0.0,0.0,2.23,3.25,3.81
2014-02-09,Torino,Bologna,1.0,2.0,A,1.63,3.65,5.82,2013,1.0,2.0,1.57,3.75,6.0,19.0,11.0,5.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,1.62,3.95,6.73
2014-02-09,Verona,Juventus,2.0,2.0,D,8.68,4.5,1.39,2013,0.0,2.0,8.0,4.5,1.4,11.0,14.0,3.0,4.0,3.0,9.0,2.0,0.0,0.0,0.0,10.33,4.72,1.4
2014-02-14,Milan,Bologna,1.0,0.0,H,1.37,4.81,8.88,2013,0.0,0.0,1.33,5.0,9.0,13.0,11.0,4.0,4.0,8.0,2.0,1.0,3.0,0.0,0.0,1.37,5.14,10.23
2014-02-15,Fiorentina,Inter,1.0,2.0,A,2.1,3.31,3.58,2013,0.0,1.0,2.1,3.4,3.4,15.0,9.0,5.0,4.0,9.0,6.0,1.0,6.0,0.0,0.0,2.15,3.44,3.78
2014-02-16,Atalanta,Parma,0.0,4.0,A,2.56,3.12,2.88,2013,0.0,1.0,2.5,3.25,2.8,14.0,17.0,5.0,7.0,8.0,4.0,2.0,4.0,0.0,0.0,2.71,3.18,2.97
2014-02-16,Cagliari,Livorno,1.0,2.0,A,1.76,3.49,4.91,2013,0.0,1.0,1.75,3.4,5.0,12.0,15.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,2.0,1.79,3.58,5.45
2014-02-16,Catania,Lazio,3.0,1.0,H,3.31,3.18,2.26,2013,1.0,1.0,3.3,3.2,2.25,16.0,10.0,8.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,3.5,3.21,2.37
2014-02-16,Genoa,Udinese,3.0,3.0,D,2.79,3.09,2.65,2013,1.0,2.0,2.75,3.1,2.63,23.0,10.0,6.0,7.0,8.0,8.0,3.0,5.0,0.0,0.0,3.0,3.14,2.71
2014-02-16,Juventus,Chievo,3.0,1.0,H,1.15,7.71,17.96,2013,2.0,0.0,1.14,7.5,17.0,14.0,9.0,5.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,1.16,8.3,26.7
2014-02-16,Roma,Sampdoria,3.0,0.0,H,1.34,4.89,9.19,2013,1.0,0.0,1.33,5.0,9.0,16.0,9.0,6.0,2.0,6.0,2.0,2.0,1.0,0.0,1.0,1.35,5.22,11.61
2014-02-16,Sassuolo,Napoli,0.0,2.0,A,5.87,3.88,1.59,2013,0.0,1.0,6.0,3.8,1.57,8.0,20.0,2.0,7.0,3.0,4.0,4.0,3.0,0.0,0.0,6.43,3.97,1.63
2014-02-17,Verona,Torino,1.0,3.0,A,2.42,3.19,3.0,2013,1.0,0.0,2.3,3.3,3.1,16.0,15.0,4.0,5.0,6.0,6.0,1.0,3.0,0.0,0.0,2.5,3.31,3.15
2014-02-22,Bologna,Roma,0.0,1.0,A,7.21,4.04,1.49,2013,0.0,1.0,7.0,4.0,1.5,12.0,17.0,1.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,8.42,4.35,1.49
2014-02-23,Chievo,Catania,2.0,0.0,H,2.15,3.15,3.59,2013,1.0,0.0,2.15,3.1,3.6,13.0,12.0,6.0,5.0,4.0,9.0,4.0,4.0,1.0,0.0,2.2,3.17,4.02
2014-02-23,Inter,Cagliari,1.0,1.0,D,1.43,4.28,7.86,2013,0.0,1.0,1.44,4.2,7.5,16.0,6.0,5.0,1.0,5.0,3.0,1.0,4.0,0.0,0.0,1.45,4.48,9.36
2014-02-23,Juventus,Torino,1.0,0.0,H,1.26,5.62,11.26,2013,1.0,0.0,1.22,6.0,12.0,15.0,15.0,6.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,1.27,6.1,14.3
2014-02-23,Lazio,Sassuolo,3.0,2.0,H,1.45,4.09,7.91,2013,1.0,0.0,1.44,4.2,7.5,11.0,7.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,0.0,1.47,4.19,9.77
2014-02-23,Livorno,Verona,2.0,3.0,A,2.39,3.21,3.03,2013,0.0,3.0,2.38,3.25,3.0,21.0,16.0,4.0,7.0,6.0,8.0,4.0,2.0,0.0,0.0,2.4,3.28,3.35
2014-02-23,Sampdoria,Milan,0.0,2.0,A,3.16,3.18,2.32,2013,0.0,1.0,3.2,3.2,2.3,8.0,14.0,3.0,8.0,4.0,4.0,4.0,3.0,1.0,0.0,3.38,3.25,2.4
2014-02-23,Udinese,Atalanta,1.0,1.0,D,1.77,3.41,4.96,2013,0.0,1.0,1.75,3.4,5.0,11.0,8.0,6.0,4.0,6.0,7.0,2.0,2.0,0.0,0.0,1.8,3.49,5.62
2014-02-24,Napoli,Genoa,1.0,1.0,D,1.29,5.23,11.04,2013,1.0,0.0,1.29,5.0,12.0,9.0,11.0,3.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,1.3,5.67,13.71
2014-02-24,Parma,Fiorentina,2.0,2.0,D,2.44,3.19,2.97,2013,1.0,1.0,2.4,3.2,3.0,11.0,17.0,5.0,2.0,1.0,6.0,3.0,3.0,1.0,2.0,2.48,3.35,3.14
2014-03-01,Roma,Inter,0.0,0.0,D,1.65,3.75,5.44,2013,0.0,0.0,1.62,3.8,5.5,10.0,11.0,4.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,1.66,3.97,6.0
2014-03-02,Atalanta,Chievo,2.0,1.0,H,2.07,3.2,3.8,2013,1.0,0.0,2.05,3.25,3.75,12.0,12.0,5.0,4.0,6.0,8.0,1.0,3.0,0.0,1.0,2.12,3.13,4.36
2014-03-02,Cagliari,Udinese,3.0,0.0,H,2.46,3.15,2.99,2013,1.0,0.0,2.38,3.2,3.0,9.0,16.0,4.0,5.0,2.0,9.0,3.0,1.0,0.0,0.0,2.49,3.17,3.3
2014-03-02,Fiorentina,Lazio,0.0,1.0,A,1.89,3.39,4.22,2013,0.0,1.0,1.91,3.3,4.2,18.0,10.0,2.0,3.0,7.0,6.0,3.0,3.0,0.0,0.0,1.93,3.51,4.51
2014-03-02,Genoa,Catania,2.0,0.0,H,2.07,3.25,3.75,2013,1.0,0.0,2.1,3.25,3.6,17.0,10.0,7.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,2.1,3.33,4.09
2014-03-02,Livorno,Napoli,1.0,1.0,D,6.22,3.91,1.56,2013,1.0,1.0,6.0,4.0,1.53,10.0,16.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,7.06,4.16,1.57
2014-03-02,Milan,Juventus,0.0,2.0,A,3.69,3.35,2.04,2013,0.0,1.0,3.6,3.5,2.0,22.0,10.0,9.0,5.0,7.0,1.0,1.0,2.0,0.0,0.0,4.08,3.53,2.03
2014-03-02,Sassuolo,Parma,0.0,1.0,A,3.47,3.29,2.13,2013,0.0,1.0,3.5,3.4,2.05,8.0,16.0,3.0,6.0,6.0,6.0,2.0,1.0,1.0,0.0,3.87,3.37,2.15
2014-03-02,Torino,Sampdoria,0.0,2.0,A,1.9,3.31,4.34,2013,0.0,1.0,1.83,3.25,4.75,21.0,11.0,6.0,4.0,12.0,4.0,3.0,3.0,0.0,0.0,1.91,3.43,4.87
2014-03-02,Verona,Bologna,0.0,0.0,D,1.96,3.37,3.98,2013,0.0,0.0,1.91,3.5,4.0,9.0,14.0,2.0,6.0,8.0,3.0,1.0,5.0,0.0,1.0,2.02,3.38,4.34
2014-03-08,Catania,Cagliari,1.0,1.0,D,2.23,3.2,3.36,2013,0.0,0.0,2.2,3.25,3.3,18.0,9.0,3.0,3.0,12.0,2.0,3.0,2.0,0.0,1.0,2.26,3.21,3.73
2014-03-08,Udinese,Milan,1.0,0.0,H,2.93,3.22,2.47,2013,0.0,0.0,3.0,3.25,2.38,14.0,15.0,3.0,5.0,2.0,8.0,1.0,3.0,0.0,0.0,3.1,3.28,2.54
2014-03-09,Bologna,Sassuolo,0.0,0.0,D,1.95,3.32,4.08,2013,0.0,0.0,1.91,3.4,4.0,9.0,12.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.01,3.22,4.75
2014-03-09,Chievo,Genoa,2.0,1.0,H,2.18,3.15,3.54,2013,1.0,0.0,2.1,3.2,3.6,17.0,19.0,5.0,6.0,6.0,10.0,1.0,4.0,0.0,0.0,2.23,3.16,3.91
2014-03-09,Inter,Torino,1.0,0.0,H,1.58,3.95,5.86,2013,1.0,0.0,1.57,4.0,5.5,15.0,6.0,3.0,2.0,2.0,5.0,0.0,4.0,0.0,0.0,1.6,4.25,6.19
2014-03-09,Juventus,Fiorentina,1.0,0.0,H,1.39,4.63,8.21,2013,1.0,0.0,1.4,4.6,7.5,13.0,11.0,2.0,0.0,6.0,2.0,2.0,4.0,0.0,0.0,1.41,4.74,10.15
2014-03-09,Lazio,Atalanta,0.0,1.0,A,1.63,3.7,5.78,2013,0.0,0.0,1.57,3.8,6.0,15.0,11.0,4.0,5.0,10.0,2.0,1.0,1.0,1.0,0.0,1.66,3.8,6.44
2014-03-09,Napoli,Roma,1.0,0.0,H,2.29,3.29,3.15,2013,0.0,0.0,2.2,3.3,3.3,13.0,14.0,4.0,6.0,3.0,5.0,1.0,2.0,0.0,0.0,2.34,3.38,3.36
2014-03-09,Parma,Verona,2.0,0.0,H,1.72,3.66,4.89,2013,1.0,0.0,1.73,3.7,4.6,17.0,11.0,6.0,3.0,8.0,5.0,3.0,2.0,0.0,0.0,1.72,3.86,5.55
2014-03-09,Sampdoria,Livorno,4.0,2.0,H,1.78,3.48,4.78,2013,0.0,2.0,1.75,3.4,5.0,18.0,15.0,7.0,6.0,12.0,4.0,2.0,3.0,0.0,0.0,1.8,3.51,5.56
2014-03-15,Verona,Inter,0.0,2.0,A,3.48,3.32,2.12,2013,0.0,1.0,3.25,3.4,2.15,10.0,18.0,4.0,8.0,3.0,5.0,2.0,1.0,0.0,0.0,3.79,3.45,2.14
2014-03-16,Atalanta,Sampdoria,3.0,0.0,H,2.36,3.07,3.25,2013,2.0,0.0,2.25,3.2,3.3,12.0,15.0,4.0,4.0,9.0,3.0,1.0,1.0,0.0,0.0,2.49,2.98,3.54
2014-03-16,Cagliari,Lazio,0.0,2.0,A,2.74,3.1,2.69,2013,0.0,1.0,2.75,3.1,2.63,8.0,17.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,0.0,2.86,3.22,2.78
2014-03-16,Fiorentina,Chievo,3.0,1.0,H,1.53,3.9,6.77,2013,2.0,0.0,1.53,4.0,6.0,10.0,16.0,5.0,4.0,4.0,7.0,0.0,3.0,0.0,0.0,1.56,4.13,7.2
2014-03-16,Genoa,Juventus,0.0,1.0,A,7.86,4.39,1.42,2013,0.0,0.0,7.0,4.33,1.44,14.0,6.0,4.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,8.68,4.6,1.45
2014-03-16,Livorno,Bologna,2.0,1.0,H,2.26,3.15,3.35,2013,0.0,0.0,2.2,3.2,3.4,8.0,15.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,0.0,2.32,3.18,3.65
2014-03-16,Milan,Parma,2.0,4.0,A,1.82,3.51,4.47,2013,0.0,1.0,1.8,3.6,4.33,13.0,20.0,3.0,6.0,4.0,6.0,3.0,2.0,1.0,0.0,1.85,3.62,4.93
2014-03-16,Sassuolo,Catania,3.0,1.0,H,2.25,3.19,3.32,2013,0.0,1.0,2.2,3.2,3.4,21.0,9.0,10.0,3.0,10.0,2.0,5.0,2.0,0.0,0.0,2.35,3.18,3.58
2014-03-17,Roma,Udinese,3.0,2.0,H,1.39,4.54,8.28,2013,2.0,0.0,1.36,4.5,9.5,20.0,14.0,9.0,8.0,5.0,11.0,1.0,1.0,0.0,0.0,1.4,4.89,9.69
2014-03-17,Torino,Napoli,0.0,1.0,A,3.35,3.28,2.2,2013,0.0,0.0,3.4,3.3,2.15,12.0,13.0,4.0,4.0,5.0,5.0,2.0,2.0,0.0,0.0,3.48,3.4,2.28
2014-03-22,Chievo,Roma,0.0,2.0,A,6.12,3.73,1.6,2013,0.0,2.0,6.5,3.6,1.57,9.0,16.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,7.04,3.88,1.61
2014-03-22,Torino,Livorno,3.0,1.0,H,1.63,3.68,5.82,2013,1.0,0.0,1.62,3.6,6.0,18.0,10.0,11.0,3.0,12.0,6.0,0.0,1.0,0.0,0.0,1.66,3.83,6.38
2014-03-23,Bologna,Cagliari,1.0,0.0,H,2.34,3.08,3.26,2013,0.0,0.0,2.3,3.1,3.25,12.0,10.0,5.0,3.0,7.0,6.0,2.0,3.0,0.0,1.0,2.4,3.11,3.55
2014-03-23,Catania,Juventus,0.0,1.0,A,8.1,4.41,1.41,2013,0.0,0.0,8.0,4.5,1.4,8.0,13.0,0.0,2.0,7.0,6.0,2.0,1.0,1.0,0.0,9.46,4.55,1.44
2014-03-23,Inter,Atalanta,1.0,2.0,A,1.48,4.06,7.41,2013,1.0,1.0,1.44,4.2,7.5,23.0,10.0,6.0,6.0,10.0,3.0,0.0,4.0,0.0,0.0,1.49,4.38,8.35
2014-03-23,Lazio,Milan,1.0,1.0,D,2.44,3.24,2.93,2013,0.0,1.0,2.5,3.2,2.88,14.0,10.0,2.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,2.51,3.35,3.09
2014-03-23,Napoli,Fiorentina,0.0,1.0,A,1.83,3.5,4.43,2013,0.0,0.0,1.83,3.5,4.33,12.0,13.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,1.84,3.7,4.86
2014-03-23,Parma,Genoa,1.0,1.0,D,1.62,3.68,5.84,2013,1.0,1.0,1.57,3.75,6.0,16.0,5.0,3.0,2.0,5.0,6.0,2.0,3.0,0.0,0.0,1.62,3.9,6.85
2014-03-23,Sampdoria,Verona,5.0,0.0,H,2.0,3.28,3.91,2013,3.0,0.0,2.0,3.3,3.8,15.0,20.0,9.0,7.0,1.0,9.0,2.0,2.0,0.0,0.0,2.02,3.39,4.35
2014-03-23,Udinese,Sassuolo,1.0,0.0,H,1.59,3.78,6.16,2013,1.0,0.0,1.62,3.6,6.0,13.0,14.0,2.0,1.0,7.0,11.0,2.0,3.0,0.0,0.0,1.6,4.02,6.83
2014-03-25,Roma,Torino,2.0,1.0,H,1.4,4.47,8.71,2013,1.0,0.0,1.4,4.5,8.0,23.0,12.0,9.0,2.0,7.0,2.0,2.0,4.0,0.0,0.0,1.41,4.6,10.45
2014-03-26,Atalanta,Livorno,2.0,0.0,H,1.8,3.44,4.71,2013,1.0,0.0,1.83,3.4,4.5,13.0,11.0,4.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,1.83,3.58,5.15
2014-03-26,Cagliari,Verona,1.0,0.0,H,2.08,3.26,3.68,2013,1.0,0.0,2.1,3.25,3.5,17.0,9.0,4.0,1.0,10.0,5.0,4.0,2.0,0.0,0.0,2.1,3.37,4.03
2014-03-26,Catania,Napoli,2.0,4.0,A,4.76,3.55,1.77,2013,0.0,4.0,4.75,3.6,1.75,18.0,17.0,9.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,5.21,3.66,1.8
2014-03-26,Chievo,Bologna,3.0,0.0,H,2.11,3.03,3.95,2013,1.0,0.0,2.1,3.0,4.0,17.0,11.0,8.0,1.0,5.0,0.0,2.0,3.0,0.0,0.0,2.13,3.12,4.32
2014-03-26,Fiorentina,Milan,0.0,2.0,A,2.19,3.28,3.36,2013,0.0,1.0,2.2,3.3,3.25,10.0,15.0,0.0,6.0,10.0,4.0,3.0,7.0,0.0,0.0,2.24,3.33,3.65
2014-03-26,Genoa,Lazio,2.0,0.0,H,2.98,3.12,2.48,2013,0.0,0.0,3.0,3.2,2.4,13.0,15.0,6.0,5.0,5.0,3.0,2.0,2.0,0.0,1.0,3.09,3.2,2.6
2014-03-26,Juventus,Parma,2.0,1.0,H,1.33,4.92,9.67,2013,2.0,0.0,1.33,5.0,9.0,10.0,9.0,7.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,1.35,5.3,11.29
2014-03-26,Sassuolo,Sampdoria,1.0,2.0,A,2.64,3.16,2.76,2013,1.0,1.0,2.6,3.2,2.75,16.0,17.0,6.0,8.0,6.0,1.0,1.0,0.0,0.0,1.0,2.74,3.17,2.94
2014-03-27,Inter,Udinese,0.0,0.0,D,1.66,3.66,5.48,2013,0.0,0.0,1.67,3.75,5.0,20.0,10.0,3.0,2.0,11.0,3.0,1.0,1.0,0.0,0.0,1.69,3.8,5.99
2014-03-29,Bologna,Atalanta,0.0,2.0,A,2.36,3.11,3.18,2013,0.0,2.0,2.3,3.1,3.25,23.0,4.0,11.0,3.0,10.0,0.0,2.0,2.0,0.0,0.0,2.47,3.14,3.38
2014-03-29,Milan,Chievo,3.0,0.0,H,1.43,4.24,8.07,2013,2.0,0.0,1.4,4.5,8.0,17.0,8.0,5.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,1.47,4.5,8.45
2014-03-30,Lazio,Parma,3.0,2.0,H,2.15,3.23,3.51,2013,1.0,1.0,2.1,3.3,3.5,16.0,15.0,6.0,3.0,8.0,2.0,4.0,3.0,0.0,0.0,2.16,3.34,3.88
2014-03-30,Napoli,Juventus,2.0,0.0,H,2.84,3.25,2.49,2013,1.0,0.0,2.8,3.3,2.5,13.0,9.0,7.0,2.0,7.0,4.0,2.0,3.0,0.0,0.0,2.96,3.46,2.55
2014-03-30,Sampdoria,Fiorentina,0.0,0.0,D,2.9,3.15,2.51,2013,0.0,0.0,2.88,3.2,2.5,20.0,16.0,7.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,2.99,3.34,2.59
2014-03-30,Sassuolo,Roma,0.0,2.0,A,6.47,3.91,1.54,2013,0.0,1.0,7.0,3.75,1.53,9.0,15.0,2.0,4.0,7.0,5.0,1.0,1.0,0.0,0.0,7.06,4.18,1.56
2014-03-30,Torino,Cagliari,2.0,1.0,H,1.88,3.29,4.44,2013,1.0,0.0,1.85,3.4,4.33,17.0,9.0,5.0,1.0,6.0,0.0,1.0,2.0,0.0,0.0,1.95,3.4,4.69
2014-03-30,Verona,Genoa,3.0,0.0,H,2.18,3.22,3.43,2013,1.0,0.0,2.2,3.2,3.4,15.0,12.0,6.0,3.0,7.0,8.0,1.0,2.0,1.0,0.0,2.22,3.32,3.73
2014-03-31,Livorno,Inter,2.0,2.0,D,4.13,3.39,1.9,2013,0.0,2.0,4.0,3.5,1.91,9.0,19.0,4.0,6.0,5.0,4.0,1.0,3.0,0.0,0.0,4.51,3.58,1.93
2014-03-31,Udinese,Catania,1.0,0.0,H,1.72,3.48,5.2,2013,0.0,0.0,1.73,3.5,5.0,13.0,20.0,7.0,7.0,4.0,11.0,2.0,5.0,0.0,0.0,1.74,3.69,5.73
2014-04-02,Roma,Parma,4.0,2.0,H,1.41,4.46,7.59,2013,2.0,1.0,1.4,4.75,7.0,12.0,16.0,6.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.43,4.83,8.81
2014-04-05,Chievo,Verona,0.0,1.0,A,2.38,3.09,3.18,2013,0.0,0.0,2.38,3.1,3.1,18.0,13.0,6.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,2.47,3.26,3.25
2014-04-05,Inter,Bologna,2.0,2.0,D,1.38,4.53,9.1,2013,1.0,1.0,1.36,4.5,9.0,17.0,12.0,6.0,8.0,5.0,5.0,1.0,2.0,0.0,0.0,1.4,4.82,10.11
2014-04-06,Atalanta,Sassuolo,0.0,2.0,A,1.8,3.48,4.64,2013,0.0,1.0,1.8,3.6,4.33,8.0,12.0,4.0,4.0,6.0,4.0,4.0,3.0,0.0,0.0,1.84,3.61,5.0
2014-04-06,Cagliari,Roma,1.0,3.0,A,5.77,3.57,1.65,2013,0.0,1.0,6.0,3.6,1.62,18.0,6.0,5.0,3.0,4.0,4.0,1.0,4.0,0.0,0.0,6.5,3.7,1.68
2014-04-06,Catania,Torino,1.0,2.0,A,2.53,3.16,2.89,2013,1.0,0.0,2.5,3.2,2.88,9.0,14.0,4.0,6.0,3.0,5.0,2.0,4.0,0.0,0.0,2.59,3.26,3.06
2014-04-06,Fiorentina,Udinese,2.0,1.0,H,1.7,3.56,5.35,2013,1.0,0.0,1.65,3.75,5.25,22.0,13.0,4.0,3.0,10.0,6.0,1.0,5.0,0.0,0.0,1.71,3.68,6.09
2014-04-06,Lazio,Sampdoria,2.0,0.0,H,1.76,3.47,4.99,2013,1.0,0.0,1.75,3.5,4.75,8.0,15.0,3.0,5.0,4.0,12.0,2.0,2.0,1.0,0.0,1.79,3.59,5.49
2014-04-06,Parma,Napoli,1.0,0.0,H,3.07,3.24,2.34,2013,0.0,0.0,3.0,3.25,2.38,6.0,12.0,1.0,1.0,3.0,3.0,5.0,2.0,0.0,0.0,3.33,3.42,2.34
2014-04-07,Genoa,Milan,1.0,2.0,A,3.75,3.28,2.05,2013,0.0,1.0,3.8,3.3,2.0,20.0,5.0,6.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,4.18,3.37,2.06
2014-04-07,Juventus,Livorno,2.0,0.0,H,1.16,7.21,17.3,2013,2.0,0.0,1.14,7.5,17.0,17.0,8.0,4.0,3.0,10.0,2.0,0.0,1.0,0.0,0.0,1.19,7.6,22.0
