Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,OddsAvgH,OddsAvgD,OddsAvgA,Stagione,HTHG,HTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA
1993-08-29,Atalanta,Cagliari,5.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Genoa,Roma,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Inter,Reggiana,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Juventus,Cremonese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Lazio,Foggia,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Lecce,Milan,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Napoli,Sampdoria,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Piacenza,Torino,0.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-08-29,Udinese,Parma,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Cagliari,Udinese,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Cremonese,Napoli,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Foggia,Inter,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Milan,Genoa,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Parma,Lecce,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Reggiana,Lazio,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Roma,Juventus,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Sampdoria,Piacenza,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-05,Torino,Atalanta,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Atalanta,Reggiana,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Genoa,Cagliari,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Inter,Cremonese,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Juventus,Sampdoria,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Lazio,Parma,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Lecce,Foggia,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Napoli,Torino,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Piacenza,Milan,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-08,Udinese,Roma,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Cagliari,Inter,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Cremonese,Lazio,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Foggia,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Milan,Atalanta,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Parma,Genoa,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Reggiana,Piacenza,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Roma,Napoli,2.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Sampdoria,Lecce,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-12,Torino,Udinese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Atalanta,Cremonese,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Foggia,Cagliari,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Genoa,Napoli,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Juventus,Reggiana,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Lazio,Inter,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Milan,Roma,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Parma,Torino,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Piacenza,Lecce,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-19,Udinese,Sampdoria,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Cagliari,Lazio,4.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Cremonese,Milan,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Inter,Piacenza,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Lecce,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Napoli,Udinese,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Reggiana,Foggia,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Roma,Atalanta,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Sampdoria,Parma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-09-26,Torino,Genoa,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Atalanta,Sampdoria,1.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Genoa,Reggiana,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Juventus,Torino,3.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Milan,Lazio,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Napoli,Inter,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Parma,Foggia,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Piacenza,Cagliari,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Roma,Cremonese,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-03,Udinese,Lecce,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Cagliari,Napoli,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Cremonese,Parma,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Foggia,Milan,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Inter,Torino,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Juventus,Atalanta,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Lazio,Piacenza,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Lecce,Genoa,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Reggiana,Udinese,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-17,Sampdoria,Roma,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Atalanta,Foggia,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Cremonese,Cagliari,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Genoa,Piacenza,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Milan,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Napoli,Lecce,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Parma,Reggiana,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Roma,Lazio,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Torino,Sampdoria,2.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-24,Udinese,Inter,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Cagliari,Torino,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Foggia,Cremonese,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Inter,Parma,3.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Juventus,Genoa,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Lazio,Udinese,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Lecce,Atalanta,5.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Piacenza,Napoli,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Reggiana,Roma,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-10-31,Sampdoria,Milan,3.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Atalanta,Piacenza,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Cremonese,Lecce,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Inter,Milan,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Napoli,Lazio,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Parma,Juventus,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Roma,Foggia,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Sampdoria,Cagliari,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Torino,Reggiana,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-07,Udinese,Genoa,0.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Atalanta,Parma,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Foggia,Sampdoria,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Genoa,Inter,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Juventus,Cagliari,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Lazio,Torino,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Lecce,Roma,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Milan,Napoli,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Piacenza,Udinese,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-21,Reggiana,Cremonese,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Cagliari,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Inter,Juventus,2.0,2.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Lazio,Genoa,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Napoli,Reggiana,5.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Parma,Milan,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Piacenza,Foggia,5.0,4.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Sampdoria,Cremonese,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Torino,Lecce,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-11-28,Udinese,Atalanta,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Atalanta,Lazio,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Cremonese,Piacenza,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Foggia,Udinese,2.0,2.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Genoa,Sampdoria,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Juventus,Napoli,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Lecce,Inter,1.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Milan,Torino,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Reggiana,Cagliari,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-05,Roma,Parma,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Cagliari,Parma,0.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Genoa,Foggia,1.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Inter,Sampdoria,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Lazio,Juventus,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Napoli,Atalanta,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Piacenza,Roma,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Reggiana,Lecce,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Torino,Cremonese,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-12,Udinese,Milan,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Atalanta,Genoa,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Cremonese,Udinese,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Foggia,Torino,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Juventus,Piacenza,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Lecce,Lazio,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Milan,Cagliari,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Parma,Napoli,1.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Roma,Inter,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1993-12-19,Sampdoria,Reggiana,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Cagliari,Lecce,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Genoa,Cremonese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Inter,Atalanta,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Lazio,Sampdoria,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Napoli,Foggia,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Piacenza,Parma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Reggiana,Milan,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Torino,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-02,Udinese,Juventus,0.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Cagliari,Atalanta,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Cremonese,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Foggia,Lazio,4.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Milan,Lecce,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Parma,Udinese,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Reggiana,Inter,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Roma,Genoa,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Sampdoria,Napoli,4.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-09,Torino,Piacenza,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Atalanta,Torino,2.0,2.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Genoa,Milan,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Inter,Foggia,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Juventus,Roma,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Lazio,Reggiana,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Lecce,Parma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Napoli,Cremonese,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Piacenza,Sampdoria,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-16,Udinese,Cagliari,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Cagliari,Genoa,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Cremonese,Inter,1.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Foggia,Lecce,5.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Milan,Piacenza,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Parma,Lazio,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Reggiana,Atalanta,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Roma,Udinese,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Sampdoria,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-23,Torino,Napoli,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Atalanta,Milan,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Genoa,Parma,0.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Inter,Cagliari,3.0,3.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Juventus,Foggia,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Lazio,Cremonese,4.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Lecce,Sampdoria,0.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Napoli,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Piacenza,Reggiana,3.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-01-30,Udinese,Torino,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Cagliari,Foggia,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Cremonese,Atalanta,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Inter,Lazio,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Lecce,Piacenza,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Napoli,Genoa,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Reggiana,Juventus,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Roma,Milan,0.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Sampdoria,Udinese,6.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-06,Torino,Parma,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Atalanta,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Foggia,Reggiana,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Genoa,Torino,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Juventus,Lecce,5.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Lazio,Cagliari,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Milan,Cremonese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Parma,Sampdoria,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Piacenza,Inter,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-13,Udinese,Napoli,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Cagliari,Piacenza,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Cremonese,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Foggia,Parma,3.0,2.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Inter,Napoli,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Lazio,Milan,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Lecce,Udinese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Reggiana,Genoa,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Sampdoria,Atalanta,3.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-20,Torino,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Atalanta,Juventus,1.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Genoa,Lecce,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Milan,Foggia,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Napoli,Cagliari,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Parma,Cremonese,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Piacenza,Lazio,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Roma,Sampdoria,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Torino,Inter,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-02-27,Udinese,Reggiana,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Cagliari,Cremonese,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Foggia,Atalanta,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Inter,Udinese,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Juventus,Milan,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Lazio,Roma,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Lecce,Napoli,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Piacenza,Genoa,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Reggiana,Parma,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-06,Sampdoria,Torino,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Atalanta,Lecce,3.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Cremonese,Foggia,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Genoa,Juventus,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Milan,Sampdoria,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Napoli,Piacenza,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Parma,Inter,4.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Roma,Reggiana,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Torino,Cagliari,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-13,Udinese,Lazio,2.0,2.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Cagliari,Sampdoria,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Foggia,Roma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Genoa,Udinese,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Juventus,Parma,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Lazio,Napoli,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Lecce,Cremonese,2.0,4.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Milan,Inter,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Piacenza,Atalanta,4.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-20,Reggiana,Torino,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Cagliari,Juventus,0.0,1.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Cremonese,Reggiana,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Inter,Genoa,1.0,3.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Napoli,Milan,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Parma,Atalanta,2.0,1.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Roma,Lecce,3.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Sampdoria,Foggia,6.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Torino,Lazio,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-03-27,Udinese,Piacenza,2.0,2.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Atalanta,Udinese,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Cremonese,Sampdoria,0.0,0.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Foggia,Piacenza,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Genoa,Lazio,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Juventus,Inter,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Lecce,Torino,1.0,2.0,A,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Milan,Parma,1.0,1.0,D,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Reggiana,Napoli,1.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
1994-04-04,Roma,Cagliari,2.0,0.0,H,,,,1993,,,,,,,,,,,,,,,,,,
